OBJECTID,SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ALT_NAME,AgncyJuris,REGION,OS_ID,GDB_GEOMATTR_DATA
257,Millennium Park I,City of Boston,SURF/WPA,3,West Roxbury,91.65706919,300 Gardner Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Gardner Street Park,BPRD,PARK_Maintenance_Region 4,198,
258,South Street Mall & Courts,City of Boston,A97/Trust Fund,3,Jamaica Plain,0.42841601,South & Child Sts,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X, ,BPRD,PARK_Maintenance_Region 3,288,
259,First Church Cemetery,Private, ,4,Jamaica Plain,0.62835826, ,Residential District,Cemeteries & Burying Grounds,NULL, ,N, , , ,INFO_Reallocation From Dept,7064,
260,Golden Stairs Terrace Park I,City of Boston,A97,3,East Boston,0.17049598, ,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Terrace Park,BPRD,PARK_Maintenance_Region 1,135,
261,The Rockies,City of Boston,A97,6,East Boston,0.71451437, ,Open Space District,Urban Wilds,BPRD,BPRD,X,X, ,BPRD,PARK_Maintenance_Ground Maintenance,301,
262,Childe Hassam Park,City of Boston,A97,1,South End,0.06066722, ,Residential District,"Malls, Squares & Plazas",BPRD, ,X,X,Goldweitz Park, ,PARK_Maintenance_Region 6,054,
263,Nellie Miranda Memorial Park,City of Boston,A97,3,Dorchester,0.08739218, ,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X, ,BPRD,PARK_Maintenance_Ground Maintenance,213,
264,Grove Hall Plaza,City of Boston,A97,1,Roxbury,0.08834848, ,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X, ,BPRD,PARK_Maintenance_Region 5,139,
265,Chestnut Hill Reservoir Garden,Commonwealth of Massachusetts,A97,5,Allston-Brighton,0.11362569, ,Open Space District,Community Gardens,DCR, ,X,X, , ,INFO_Reallocation From Dept,3052,
266,Ohrenberger Play Area,City of Boston, ,3,West Roxbury,0.67412629, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, , ,INFO_Reallocation From Dept,2038,
267,Wilson Square,City of Boston, ,1,Allston-Brighton,0.05818013,Intersection of Dunboy & Perthshire,Open Space District,"Malls, Squares & Plazas",NULL, ,N,X,Frederick S. Wilson Square,PWD,PARK_Maintenance_Region 4,2039,
268,Little Mystic Access Area,BRA,A97/LWCF/Ch91/WPA,3,Charlestown,2.06590881, ,Special District,"Parks, Playgrounds & Athletic Fields",NULL, ,X,X, , ,INFO_Reallocation From Dept,2159,
269,Moakley Park,City of Boston,A97/UPARR,3,South Boston,58.77738076,1187 Columbia Road,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,"Joe Moakley Park;  Joseph Moakley Park; Columbus Park", ,PARK_Maintenance_Region 6,200,
270,Kennedy Library Harborwalk,United States of America,Ch91/WPA,1,Dorchester,3.35985728, ,Industrial District,"Malls, Squares & Plazas",NULL,US GSA,N,X,JFK Library Harborwalk,US GSA,INFO_Reallocation From Dept,6003,
271,Peabody Square,City of Boston,A97,1,Dorchester,0.04662537,Ashmont St. & Dorchester Ave.,Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD, ,X,X, , ,PARK_Maintenance_Ground Maintenance,232,
272,Savin Hill Cove,Commonwealth of Massachusetts,A97/WPA,2,Dorchester,1.77458013, ,Special District,"Parkways, Reservations & Beaches",DCR, ,X,X, , ,INFO_Reallocation From Dept,3053,
273,Daniel E. O'Connor Park,City of Boston,A97,1,Dorchester,0.13515974, ,Residential District,"Malls, Squares & Plazas",BPRD, ,X,X,"Doucette Square;  Port Norfolk Park", ,PARK_Maintenance_Region 2,242,
274,Oakview Terrace,City of Boston,A97,1,Jamaica Plain,0.10008297,Opposite 34 Oakview Ter.,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X, ,BPRD,PARK_Maintenance_Region 3,218,
275,Belle Isle Marsh Reservation,Commonwealth of Massachusetts,A97/LWCF/WPA/Ch91/ACEC,2,East Boston,142.10358988, ,Open Space District,"Parkways, Reservations & Beaches",DCR, ,X,X, , ,INFO_Reallocation From Dept,3054,
276,Allandale Field,Private,A97/Deed Restrt,3,West Roxbury,2.62654718, ,Conservation Protection Subdistrict,"Parks, Playgrounds & Athletic Fields",BPRD,Private+BPRD,X,X,Annunciation Field, ,INFO_Reallocation From Dept,7073,
277,Jamaicaway,City of Boston,A97/GPOD,2,Jamaica Plain,4.75005995, ,Institutional District,"Parkways, Reservations & Beaches",DCR,DCR,X,X, , ,INFO_Reallocation From Dept,2164,
278,Perkins Street,Commonwealth of Massachusetts,A97/GPOD,2,Jamaica Plain,0.22702045, ,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X, , ,INFO_Reallocation From Dept,3056,
279,Chestnut Street,Commonwealth of Massachusetts,A97/GPOD,2,Jamaica Plain,1.03910568, ,Conservation Protection Subdistrict,"Parkways, Reservations & Beaches",DCR,DCR,X,X, , ,INFO_Reallocation From Dept,3057,
280,Faneuil Square,City of Boston,A97,1,Central Boston,0.81678949, ,Open Space District,"Malls, Squares & Plazas",BPRD, ,X,X,Faneuil Hall Sq., ,INFO_Reallocation From Dept,113,
281,Temple Street Park,City of Boston,A97/MPPF,1,Back Bay/Beacon Hill,0.06073199,44-46 Temple Street,Residential District,"Malls, Squares & Plazas",BPRD,Private,X,X, ,BPRD,INFO_Reallocation From Dept,300,
282,American Legion Highway,City of Boston,100,2,Multi-District,6.77560767, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches",NULL,BPRD,N,X, ,PWD,PARK_Maintenance_Region 2,2165,
283,Morton Street,Commonwealth of Massachusetts,A97,2,Roxbury,0.76096783, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches",DCR, ,X,X, , ,INFO_Reallocation From Dept,3058,
284,St Michael's Cemetery,Private, ,4,Mattapan,46.50379724, ,Open Space District,Cemeteries & Burying Grounds,NULL, ,N, , , ,INFO_Reallocation From Dept,7079,
285,Patten's Cove,Commonwealth of Massachusetts,A97/WPA/Ch91,2,Dorchester,9.66123628, ,Industrial District,"Parkways, Reservations & Beaches",DCR, ,X,X,"Savin Hill Marsh; Dorchester Shores Reservation",DCR,INFO_Reallocation From Dept,3059,
286,Leo M. Birmingham Parkway,Commonwealth of Massachusetts,A97,2,Allston-Brighton,6.98172672, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches",DCR, ,X,X, , ,INFO_Reallocation From Dept,3060,
287,Rivermoor II,City of Boston,A97,6,West Roxbury,1.03369101, ,Open Space District,Urban Wilds,BCC,BPRD,X,X, , ,INFO_Reallocation From Dept,2166,
288,Rivermoor III,City of Boston,A97,6,West Roxbury,0.51911572, ,Open Space District,Urban Wilds,BCC,BPRD,X,X,202 Rivermoor St, ,PARK_Maintenance_Ground Maintenance,1014,
289,Parley Vale Preserve,Private,A97/Easement,6,Jamaica Plain,0.72398241, ,Residential District,"Parks, Playgrounds & Athletic Fields",BCC,Private,X,N, ,BCC,INFO_Reallocation From Dept,1015,
290,Condor Street Overlook,City of Boston,A97/WPA,6,East Boston,0.45,2 Condor Street,Open Space District,Urban Wilds,BCC,BPRD,X,X, , ,PARK_Maintenance_Ground Maintenance,1016,
291,Truman Parkway,Commonwealth of Massachusetts,A97,2,Hyde Park,2.71500041, ,Industrial District,"Parkways, Reservations & Beaches",DCR, ,X,X, , ,INFO_Reallocation From Dept,3061,
292,West Austin Rock,City of Boston,A97,6,Hyde Park,0.29626499,216 West Street,Residential District,Urban Wilds,BCC,BPRD,X,X,West and Austin Street Rock Urban Wild,BCC,PARK_Maintenance_Ground Maintenance,1017,
293,Arborway Overpass Path,Commonwealth of Massachusetts,A97,2,Jamaica Plain,1.16385539, ,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X, , ,INFO_Reallocation From Dept,3062,
294,Franklin Park Zoo,City of Boston,A97/LWCF/USH,3,Roxbury,63.82554862, ,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,Zoo New England,X,X,Zoo New England,DCR,INFO_Reallocation From Dept,2167,
295,Newland Street Park,City of Boston,A97,3,South End,0.1534102,"97 West Concord;  Playlot Entrance, 90HF Newland Street",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Newland Street Playground,BPRD,PARK_Maintenance_Region 6,348,
296,Zero Quinn Way,City of Boston,A97,3,West Roxbury,0.03202902, ,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,INFO_Reallocation From Dept,331,
297,Fenelon Street Playground,City of Boston,A97,3,Dorchester,0.19241198, ,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,PARK_Maintenance_Ground Maintenance,114,
298,Stanley-Bellevue Park,City of Boston,A97,3,Dorchester,0.35813587,23 Bellevue St,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,PARK_Maintenance_Region 2,293,
299,Allandale Woods ROW,Private,A97,6,West Roxbury,0.16386259, ,Conservation Protection Subdistrict,Urban Wilds,BCC,BPRD,X,X, , ,PARK_Maintenance_Ground Maintenance,1018,
300,St Helena's Park,City of Boston,A97,3,South End,0.17481047, ,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,PARK_Maintenance_Region 6,291,
301,Theresa Hynes Park,Private,A97/CR,3,Allston-Brighton,0.42343944,99 Chestnut Hill Avenue,Residential District,"Parks, Playgrounds & Athletic Fields",BCC,Private,X,X, ,BCC,INFO_Reallocation From Dept,1019,
302,Ernst Chery Jr. Playground,City of Boston,A97,3,Mattapan,0.23395832, ,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Orlando Street Playground,BPRD,PARK_Maintenance_Region 2,109,
303,Millennium Park II,City of Boston,A97/SURF/WPA,6,West Roxbury,8.33222815,300 Gardner Str.,Open Space District,Urban Wilds,BCC,BPRD,X,X,Dump Shoreline Urban Wild, ,PARK_Maintenance_Ground Maintenance,1020,
304,North Point Park,Commonwealth of Massachusetts,A97/WPA/Ch91,3,Central Boston,2.34133036, ,Special District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X, , ,INFO_Reallocation From Dept,3064,
305,Bremen Street Park I,MassDOT,CAT Mit,3,East Boston,17.78916058, ,Special District,"Parks, Playgrounds & Athletic Fields",MA EOEEA,Massport,N,X, ,Massport,INFO_Reallocation From Dept,4051,
306,South Bank Park,Commonwealth of Massachusetts,A97/CAT Mit/WPA,2,Central Boston,2.39521477,Beverley and Causeway Sts,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Revere Plaza,DCR,INFO_Reallocation From Dept,3065,
307,Lincoln Street Green,MassDOT,A97/Acts2008Ch306/CAT Mit/RFK,1,Central Boston,0.17757051,17 South Street,Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy, ,X,X,Kennedy Greenway Parcel 23b, ,INFO_Reallocation From Dept,4056,
308,Chinatown Park,MassDOT,A97/Acts2008Ch306/CAT Mit/RFK,1,Central Boston,0.84197364, ,Open Space District,"Malls, Squares & Plazas",RFK Greenway Conservancy, ,X,X,Kennedy Greenway Parcel 23b, ,INFO_Reallocation From Dept,4058,
309,Armenian Heritage Park,MassDOT,A97/Acts2008Ch306/CAT Mit,1,Central Boston,0.2538375, ,Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy,Armenian Heritage Foundation,X,X, , ,INFO_Reallocation From Dept,4059,
310,Endicott Triangle,MassDOT,A97/Acts2008Ch306/CAT Mit/RFK,1,Central Boston,0.03843055,"Btwn Endicott, Stillman, & Cross Sts",Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy, ,X,X,Rose Kennedy Greenway Parcel 5, ,INFO_Reallocation From Dept,4061,
311,Dewey Square Parks,MassDOT,A97/Acts2008Ch306/CAT Mit/RFK,1,Central Boston,2.64044907, ,Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy, ,X,X,"RFK Greenway Parcels 19,21,22", ,INFO_Reallocation From Dept,4063,
312,Federal Reserve Bank Harborwalk,City of Boston, ,1,Central Boston,0.08032794, ,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X, , ,INFO_Reallocation From Dept,2057,
313,Tufts Wharf Harborwalk,Private,CATMit/Ch91/WPA,1,Central Boston,0.73915412,510 Atlantic Avenue,Special District,"Malls, Squares & Plazas",NULL, ,N,X, , ,INFO_Reallocation From Dept,7090,
314,Russia Wharf Harborwalk,Private,CAT Mit,1,Central Boston,0.06115193, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X, , ,INFO_Reallocation From Dept,7091,
315,North End Park,MassDOT,A97/Acts2008Ch306/CAT Mit/RFK,1,Central Boston,2.82787538, ,Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy, ,X,X,Kennedy Greenway Parcels 8&10, ,INFO_Reallocation From Dept,4068,
316,Wharf District Park,MassDOT,A97/Acts2008Ch306/CAT Mit/RFK,1,Central Boston,4.71128786, ,Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy, ,X,X,Kennedy Greenway Parcels 14-17, ,INFO_Reallocation From Dept,4069,
317,McGann Park,City of Boston,A97,3,Hyde Park,0.88087107,420 West Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,PARK_Maintenance_Ground Maintenance,192,
318,Bay Village Garden,City of Boston,A97,5,Central Boston,0.01815408, ,Open Space District,Community Gardens,BPRD,Private,X,X,Melrose Park,BPRD,PARK_Maintenance_Ground Maintenance,016,
319,Bussey Brook Meadow II,MBTA, ,6,Jamaica Plain,1.25776152,Opposite 376 Arborway Str.,Open Space District,Open Land,NULL, ,N,X,Arnold Arboretum IV,MBTA,INFO_Reallocation From Dept,4070,
320,Franklin Park II,City of Boston,A97/LWCF/USH/Lease,3,Roxbury,16.44115769, ,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,Zoo New England,X,X,"""Sausage Lot""",DCR,INFO_Reallocation From Dept,2172,
321,Brian Honan Park,Private,A97/CR,3,Allston-Brighton,0.96367385,Allston Street,Residential District,"Parks, Playgrounds & Athletic Fields",BCC,Private,X,X, , ,INFO_Reallocation From Dept,1021,
322,Allandale Woods II,City of Boston,LWCF/A97/WPA,6,West Roxbury,10.60073766, ,Open Space District,Urban Wilds,BCC,BPRD,X,X,Brandagee Estate & Recuperative Center Parcels, ,PARK_Maintenance_Ground Maintenance,1022,
323,Mattahunt Woods II,Private,WPA,6,Mattapan,3.73535995,"Livermore, Canaan, Itasca & Alabama Sts.",Residential District,Other Open Land,NULL, ,N, , , ,INFO_Reallocation From Dept,7104,
324,BPL Courtyard,City of Boston, ,1,Back Bay/Beacon Hill,0.18670139,230 Dartmouth Street,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X, , ,INFO_Reallocation From Dept,2073,
325,Sharon's Park,City of Boston,A97,1,Dorchester,0.31493329,835 Columbia Road,Open Space District,"Malls, Squares & Plazas",DCR,DCR,X,X,Columbia-Buttonwood Park,DCR,INFO_Reallocation From Dept,2176,
326,Mattahunt Woods I,City of Boston,A97/WPA,6,Mattapan,8.28484291,"Canaan, Itasca, Croydon & Kennebec Sts.",Residential District,Urban Wilds,BCC,BPRD,X,X, ,BCC,PARK_Maintenance_Ground Maintenance,1023,
327,Beethoven School Play Area,City of Boston,A97,3,West Roxbury,0.52464693, ,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,PARK_Maintenance_Region 4,020,
328,Algonquin Square,City of Boston,A97,1,Dorchester,0.03890156, ,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X, ,BPRD,PARK_Maintenance_Region 2,003,
329,Robert G. Lawson Park,City of Boston,A97,1,Roxbury,0.12211615, ,Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Egleston Plaza I,BPRD,PARK_Maintenance_Region 3,102,
330,Hunt Playground II,City of Boston, ,3,Mattapan,0.18639601, ,Open Space & Residential Districts,"Parks, Playgrounds & Athletic Fields",NULL,BPRD,N,X,Almont Park II,PWD,PARK_Maintenance_Ground Maintenance,2178,
331,Golden Stairs Terrace Park II,City of Boston, ,1,East Boston,0.07587316, ,Residential District,"Malls, Squares & Plazas",NULL,BPRD,N,X,Golden Stairs,BPWD,PARK_Maintenance_Ground Maintenance,2077,
332,Foley Square,City of Boston,A97,1,Hyde Park,0.14070438,Greenwood Avenue & Metropolitan Avenue,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,"Lt. Robert M. Foley Square; Greenwood Squre",BPRD,PARK_Maintenance_Region 4,138,
333,Jones Square,City of Boston,A97,1,Hyde Park,0.04306554,Highland Street & Milton Street,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Lt. Parker B. Jones Square,BPRD,PARK_Maintenance_Region 4,340,
334,Schraffts Centre Harborwalk,Private,Ch91/WPA/100,1,Charlestown,1.00812584,529-543 Main Street,Industrial District,"Malls, Squares & Plazas",NULL, ,N,X, , ,INFO_Reallocation From Dept,7116,
335,Roslindale Wetlands Urban Wild I,City of Boston,A97/LAND/WPA,6,Roslindale,9.58705106,108 Walter Street,Open Space District,Urban Wilds,BCC,BPRD,X,X, ,BCC,PARK_Maintenance_Ground Maintenance,1024,
336,Webster Square,City of Boston,A97,1,Hyde Park,0.05439216,Intersection of Central & Webster,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X, ,BPRD,PARK_Maintenance_Region 4,315,
337,Wolf Square,City of Boston,A97,1,Roxbury,0.02279554,"Intersection Crawford, Harold, Abbotsford Sts",Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,"Herbert J. Wolf Square, Harold Square",BPRD,PARK_Maintenance_Ground Maintenance,327,
338,Woodworth Square,City of Boston,A97,1,Hyde Park,0.03458118,"Intersection Metropolitan, Beacon, Vose",Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Horace C. Woodworth Square,BPRD,PARK_Maintenance_Region 4,329,
339,East Boston Memorial Park II,Massport,CAT Mit/Esment,3,East Boston,1.80074841, ,Open Space District,"Parks, Playgrounds & Athletic Fields",MA EOEEA,BPRD,N,X,Mass DOT Park Easement_East Boston Memorial Park,Mass DOT,INFO_Reallocation From Dept,4074,
340,East Boston Memorial Park III,Commonwealth of Massachusetts,CAT Mit,3,East Boston,3.25828701, ,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, , ,INFO_Reallocation From Dept,4016,
341,Bremen Street Park II,Massport,CAT Mit,3,East Boston,0.00973802, ,Industrial District,"Parks, Playgrounds & Athletic Fields",MA EOEEA,Massport,N,X, ,Massport,INFO_Reallocation From Dept,4075,
342,Bussey Brook Meadow I,City of Boston,A97/WPA,6,Jamaica Plain,24.6767483,360 South Street,Open Space District,Urban Wilds,BPRD,BPRD,X,X,Arnold Arboretum III,BPRD,PARK_Maintenance_Ground Maintenance,038,
343,Arborway II,Commonwealth of Massachusetts,A97,2,Roslindale,1.15264166, ,Open Space & Residential Districts,"Parkways, Reservations & Beaches",DCR,DCR,X,X, , ,INFO_Reallocation From Dept,3068,
344,Allandale Woods IV,Private,A97/CR/WPA,6,West Roxbury,6.29445592, ,Conservation Protection Subdistrict,Urban Wilds,BCC,Private+BPRD,X,X,Spring House CR, ,PARK_Maintenance_Ground Maintenance,1025,
345,Allandale Woods V,Private,A97/Easmnt/WPA,6,West Roxbury,2.78226138,1215R Centre Street,Conservation Protection Subdistrict,Urban Wilds,BCC & TTOR,BPRD,X,X,Snow Place Easement, ,PARK_Maintenance_Ground Maintenance,7122,
346,Pier Four Harborwalk,Private,Ch91/WPA,1,South Boston,0.08833499,130 Northern Avenue,Special District,"Malls, Squares & Plazas",NULL, ,N,X, , ,INFO_Reallocation From Dept,7128,
347,Back Bay Fens,City of Boston,A97/LWCF/UPARR/NRHP/WPA/Ch91,3,Fenway/Longwood,70.10028354,"Bounded by Beacon St, Park Drive, The Fenway, Evans Way, Forsyth Way, Westland Ave",Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,"Includes Evans Way Park, Forsyth Park, Westland Avenue Gates", ,PARK_Maintenance_Region 3,013,
348,Riverway I,City of Boston,A97/NRHP/GPOD,3,Fenway/Longwood,17.1859298,440 Park Drive,Institutional District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,"contains Back Bay Yard, ""Sears Lot"" aka ""Sears Rotary""", ,PARK_Maintenance_Region 3,263,
349,Riverway III,City of Boston,A97/NRHP/GPOD,3,Mission Hill,5.29710791,"W side of Riverway parkway, btwn Netherlands & on ramp  nr Brookline Ice & Coal",Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X, , ,PARK_Maintenance_Ground Maintenance,264,
350,Riverway IV,Commonwealth of Massachusetts,A97/NRHP/GPOD,2,Mission Hill,1.92234381,"E side of Riverway parkway, Francis St to Huntington Ave (Rt 9)",Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X, , ,INFO_Reallocation From Dept,3069,
351,Jamaica Pond Park,City of Boston,A97,3,Jamaica Plain,97.73817701,507 Jamaica Way,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Pine Bank, ,PARK_Maintenance_Region 3,163,
352,Charlesgate II,Commonwealth of Massachusetts,A97,2,Fenway/Longwood,1.48764482,"Charlesgate East nr Boylston St;  Charlesgate West btwn Beacon St and Back St",Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X, , ,INFO_Reallocation From Dept,3070,
353,Agassiz Road,Commonwealth of Massachusetts,A97/WPA,2,Fenway/Longwood,0.60408234,Agassiz Road,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Back Bay Fens, ,INFO_Reallocation From Dept,3071,
354,Columbia Road Park,Commonwealth of Massachusetts,A97,3,Dorchester,0.12376056,48 Buttonwood Street,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X,John McCormack Park, ,INFO_Reallocation From Dept,3072,
355,Boylston Street I,City of Boston,A97,2,Fenway/Longwood,0.61687744,Vicinity of Park Drive and Back Bay Fens,Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Back Bay Fens/Charlesgate, ,INFO_Reallocation From Dept,2186,
356,Boylston Street II,Commonwealth of Massachusetts,A97/WPA,2,Fenway/Longwood,1.78015257,Vicinity of Bowker Overpass and The Fenway,Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Back Bay Fens/Charlesgate, ,INFO_Reallocation From Dept,3074,
357,The Fenway II,Commonwealth of Massachusetts,A97/NRHP,2,Fenway/Longwood,0.7685747,The Fenway at Brookline Ave & The Fenway at Boylston Street (near Charlesgate),Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Fenway Parkway, ,INFO_Reallocation From Dept,3075,
358,Park Drive I,City of Boston,A97/NRHP,2,Fenway/Longwood,5.09545412,Park Drive from Brookline Ave to Boylston Street near Charlesgate,Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X, , ,INFO_Reallocation From Dept,2187,
359,Park Drive II,Commonwealth of Massachusetts,A97/NRHP,2,Fenway/Longwood,1.38266086,Park Drive at Boylston Street & Brookline Ave Intersection,Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Jug Handle, ,INFO_Reallocation From Dept,3077,
360,Fire Alarm House Grounds,City of Boston,A97,3,Fenway/Longwood,0.84452826,59 The Fenway,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BFD,X,N,Back Bay Fens,BFD,INFO_Reallocation From Dept,338,
361,Riverway II,Commonwealth of Massachusetts,A97/NRHP/GPOD,2,Fenway/Longwood,2.36332055,"E side of Riverway parkway, Park Dr to Francis St",Institutional District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Riverway parkway, ,INFO_Reallocation From Dept,3078,
362,Riverway V,City of Boston,A97/NRHP/GPOD,2,Fenway/Longwood,0.44906601,"E side of Riverway parkway, Autumn St to Francis St",Institutional District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Riverway parkway, ,INFO_Reallocation From Dept,2188,
363,Commonwealth Avenue Mall I,City of Boston,A97/LWCF/NRHP,1,Back Bay/Beacon Hill,10.87118254,Commonwealth Ave btwn Arlington St & Charlesgate East,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Commonwealth Ave Mall (east of Charlesgate),BPRD,PARK_Maintenance_Region 1,062,
364,Centre Street II,Commonwealth of Massachusetts,A97/100/GPOD,2,Roslindale,0.33933367, ,Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X, , ,INFO_Reallocation From Dept,3080,
365,Centre Street I,Commonwealth of Massachusetts,A97/100/GPOD,2,Jamaica Plain,2.24981233,Centre St fr Murray Circle to Allandale St (NW side) and Bussey St (SE side),Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X, , ,INFO_Reallocation From Dept,3081,
366,Centre Street IV,Commonwealth of Massachusetts,A97,2,West Roxbury,0.31576081,NW side (outbound) of Centre St btwn Allandale St & VFW Parkway,Conservation Protection Subdistrict & Residntl Dst,"Parkways, Reservations & Beaches",DCR,DCR,X,X, , ,INFO_Reallocation From Dept,3082,
367,Reserved Channel Harborwalk,Private,Ch91,1,South Boston,3.18537612, ,Industrial District,"Malls, Squares & Plazas",NULL,Private,N,X, , ,INFO_Reallocation From Dept,7132,
368,Tunnel Harborwalk,MassDOT,Ch 91/WPA,1,South Boston,0.18410324,FID Kennedy Avenue,Special District,"Malls, Squares & Plazas",NULL, ,N,X, , ,INFO_Reallocation From Dept,4078,
369,Aquarium Harborwalk II,BRA,Ch91/WPA,1,Central Boston,0.05082117,East side of India Row btwn Aquarium IMAX & Harbor Towers,Special District,"Malls, Squares & Plazas",NULL,BRA,N,X, , ,INFO_Reallocation From Dept,2190,
370,India Wharf Harborwalk,Private,Ch91/WPA,1,Central Boston,0.41591327,65-85 East India Row,Special District,"Malls, Squares & Plazas",NULL,Private,N,X,Harbor Towers Harborwalk, ,INFO_Reallocation From Dept,7133,
371,Rowe's Wharf Harborwalk,Private,Ch91/WPA,1,Central Boston,1.25944293,350 Atlantic Avenue,Special District,"Malls, Squares & Plazas",NULL,Private,N,X, , ,INFO_Reallocation From Dept,7134,
372,400R Atlantic Avenue Harborwalk,Private,Ch91/WPA,1,Central Boston,0.04594522,400R Atlantic Avenue,Special District,"Malls, Squares & Plazas",NULL,Private,N,X, , ,INFO_Reallocation From Dept,7135,
373,408 Atlantic Avenue Harborwalk,United States of America,Ch91/WPA,1,Central Boston,0.03425732,408 Atlantic Avenue,Special District,"Malls, Squares & Plazas",NULL,Private,N,X, , ,INFO_Reallocation From Dept,6005,
374,Independence Wharf Harborwalk,Private,Ch91/WPA,1,Central Boston,0.17578463,470 Atlantic Avneue,Industrial District,"Malls, Squares & Plazas",NULL,Private,N,X,470 Atlantic Avenue Harborwalk, ,INFO_Reallocation From Dept,7136,
375,Commercial Wharf Harborwalk,Private,Ch91/WPA,1,Central Boston,0.19451575,86-87 Commercial Wharf East,Special District,"Malls, Squares & Plazas",NULL,Private,N,X, , ,INFO_Reallocation From Dept,7137,
376,Nancy Kafka Reserve,Private,A97/CR,6,Roxbury,0.71482504,140 Highland Street,Residential District,"Parks, Playgrounds & Athletic Fields",BCC,Private,X,N,140 Highland Street Reserve,BCC,INFO_Reallocation From Dept,1026,
377,Brighton Common,City of Boston,A97,1,Allston-Brighton,0.50666062,30 Chestnut Hill Ave,Open Space District,"Malls, Squares & Plazas",BPRD, ,X,X,"Brighton Square, Wilson Square", ,PARK_Maintenance_Region 4,032,
